"code_commune","annee_etablissement","nb_dpe","nb_passoires","nb_logements_performants","nb_etiquette_a","nb_etiquette_b","nb_etiquette_c","nb_etiquette_d","nb_etiquette_e","nb_etiquette_f","nb_etiquette_g","conso_ep_moyenne","conso_ep_mediane","emission_ges_moyenne","surface_moyenne_m2","cout_annuel_moyen_eur","taux_passoires_pct","taux_performants_pct","nom_commune","code_departement","code_region","centroide_x_lambert93","centroide_y_lambert93","latitude","longitude"
"62115",2024,7,2,0,0,0,3,2,0,2,0,226.2,197.6,25.4,137.3,3259,28.57,0,"Berneville","62",32,676563.64,7018651.137272728,50.265351,2.671706
"62115",2025,10,2,0,0,0,2,5,1,1,1,230,220.9,28.5,117.1,2924,20,0,"Berneville","62",32,676563.64,7018651.137272728,50.265351,2.671706
"62115",2026,4,0,2,2,0,0,1,1,0,0,150.1,137,21.8,117.7,2431,0,50,"Berneville","62",32,676563.64,7018651.137272728,50.265351,2.671706
"62116",2024,7,1,0,0,0,1,2,3,1,0,239.6,263.9,31.6,136.7,2835,14.29,0,"Bernieulles","62",32,612953.47,7051535.73,50.55493,1.773597
"62116",2025,1,1,0,0,0,0,0,0,0,1,767.9,767.9,23,68.3,2237,100,0,"Bernieulles","62",32,612953.47,7051535.73,50.55493,1.773597
"62116",2026,3,0,2,2,0,0,1,0,0,0,116.4,56.1,,138.3,1924,0,66.67,"Bernieulles","62",32,612953.47,7051535.73,50.55493,1.773597
"62117",2024,24,4,0,0,0,0,14,6,1,3,268.3,237.3,34.3,95.4,2415,16.67,0,"Bertincourt","62",32,698662.648,6998542.447999999,50.085211,2.981333
"62117",2025,42,7,0,0,0,7,20,8,5,2,238.2,206.3,39,109.6,2855,16.67,0,"Bertincourt","62",32,698662.648,6998542.447999999,50.085211,2.981333
"62117",2026,8,5,0,0,0,0,1,2,2,3,377.2,344.5,51,96.3,4161,62.5,0,"Bertincourt","62",32,698662.648,6998542.447999999,50.085211,2.981333
"62118",2024,3,0,1,0,1,0,1,1,0,0,205.2,245.6,7.4,108.6,1972,0,33.33,"Béthonsart","62",32,667993.7433333333,7030987.87,50.375734,2.550678
"62118",2025,4,1,0,0,0,1,0,2,0,1,304.1,289.3,33.8,96.2,2815,25,0,"Béthonsart","62",32,667993.7433333333,7030987.87,50.375734,2.550678
"62118",2026,2,2,0,0,0,0,0,0,0,2,455,455,119.5,97.4,6069,100,0,"Béthonsart","62",32,667993.7433333333,7030987.87,50.375734,2.550678
"62119",2024,2721,102,44,3,41,1600,724,251,69,33,173.8,150.1,24.9,64.8,1153,3.75,1.62,"Béthune","62",32,674537.2686193621,7047889.961973498,50.527756,2.641461
"62119",2025,1213,107,31,4,27,377,470,228,68,39,222.7,208.5,26.1,70.5,1699,8.82,2.56,"Béthune","62",32,674537.2686193621,7047889.961973498,50.527756,2.641461
"62119",2026,546,69,37,3,34,117,216,107,44,25,236.1,219.5,27.5,70.5,1832,12.64,6.78,"Béthune","62",32,674537.2686193621,7047889.961973498,50.527756,2.641461
"62120",2024,9,2,0,0,0,3,1,3,2,0,237.8,264.7,33.3,117.5,2447,22.22,0,"Beugin","62",32,665474.6533333333,7038299.786666666,50.441239,2.514684
"62120",2025,3,0,2,0,2,1,0,0,0,0,126.1,104,4,100.9,1281,0,66.67,"Beugin","62",32,665474.6533333333,7038299.786666666,50.441239,2.514684
"62120",2026,6,0,1,0,1,0,2,3,0,0,227.3,230.9,24.4,93,2283,0,16.67,"Beugin","62",32,665474.6533333333,7038299.786666666,50.441239,2.514684
"62121",2024,1,0,0,0,0,0,0,1,0,0,303.3,303.3,9,63.7,1372,0,0,"Beugnâtre","62",32,,,,
"62121",2025,5,1,0,0,0,2,1,1,0,1,284.6,199,13.5,86.9,2035,20,0,"Beugnâtre","62",32,,,,
"62121",2026,1,0,0,0,0,1,0,0,0,0,132,132,5,108.8,1622,0,0,"Beugnâtre","62",32,,,,
"62122",2024,5,1,0,0,0,0,3,1,1,0,232.8,234.7,35,125.8,3090,20,0,"Beugny","62",32,,,,
"62122",2025,9,0,0,0,0,3,4,2,0,0,197.2,192.8,26,116.9,2505,0,0,"Beugny","62",32,,,,
"62122",2026,1,0,0,0,0,0,1,0,0,0,186,186,7,83.5,1738,0,0,"Beugny","62",32,,,,
"62123",2024,8,3,0,0,0,2,1,2,2,1,266.2,263.6,42.1,117.2,2602,37.5,0,"Beussent","62",32,614331.48,7050758.89,50.548149,1.793176
"62123",2025,8,0,1,1,0,1,3,3,0,0,187.2,198.2,10.3,119,2285,0,12.5,"Beussent","62",32,614331.48,7050758.89,50.548149,1.793176
"62123",2026,15,0,0,0,0,3,9,3,0,0,214.1,210,15.3,92.1,1920,0,0,"Beussent","62",32,614331.48,7050758.89,50.548149,1.793176
"62124",2024,7,0,1,0,1,3,0,3,0,0,203.6,174.2,29.8,142.4,2325,0,14.29,"Beutin","62",32,609287.0099999999,7044616.256666667,50.492309,1.723525
"62124",2025,8,1,1,0,1,0,3,3,1,0,228.9,232.4,22.5,90.1,2220,12.5,12.5,"Beutin","62",32,609287.0099999999,7044616.256666667,50.492309,1.723525
"62124",2026,2,0,0,0,0,0,2,0,0,0,205.5,205.5,8,98.4,1879,0,0,"Beutin","62",32,609287.0099999999,7044616.256666667,50.492309,1.723525
"62125",2024,6,1,1,1,0,0,2,2,0,1,255.9,233,12.9,110.3,1890,16.67,16.67,"Beuvrequen","62",32,605653.8539999999,7079124.966,50.801411,1.664196
"62125",2025,11,2,8,1,7,0,0,1,0,2,175.7,103.4,15,81.4,1537,18.18,72.73,"Beuvrequen","62",32,605653.8539999999,7079124.966,50.801411,1.664196
"62125",2026,7,0,4,4,0,2,1,0,0,0,107.6,61,5.1,169.5,1910,0,57.14,"Beuvrequen","62",32,605653.8539999999,7079124.966,50.801411,1.664196
"62126",2024,471,17,3,1,2,221,175,55,12,5,176.6,163.4,25.1,73.8,1333,3.61,0.64,"Beuvry","62",32,677149.9136818191,7047039.788363641,50.520226,2.678298
"62126",2025,282,28,3,0,3,90,113,48,15,13,217.5,201.9,26.4,82.5,1923,9.93,1.06,"Beuvry","62",32,677149.9136818191,7047039.788363641,50.520226,2.678298
"62126",2026,125,20,6,2,4,22,58,19,11,9,243.9,228,27.5,89.1,2295,16,4.8,"Beuvry","62",32,677149.9136818191,7047039.788363641,50.520226,2.678298
"62127",2024,10,1,0,0,0,2,5,2,0,1,265.4,248.3,27.9,78.7,2069,10,0,"Bezinghem","62",32,617526.01,7056400.316666667,50.599206,1.837001
"62127",2025,8,5,1,0,1,2,0,0,3,2,331.8,350.7,12,130.9,2315,62.5,12.5,"Bezinghem","62",32,617526.01,7056400.316666667,50.599206,1.837001
"62127",2026,3,1,0,0,0,0,0,2,1,0,320.7,282,29,101.1,3173,33.33,0,"Bezinghem","62",32,617526.01,7056400.316666667,50.599206,1.837001
"62128",2024,98,14,2,1,1,19,45,18,6,8,231.1,216.7,30.9,86,1781,14.29,2.04,"Biache-Saint-Vaast","62",32,696120.2352,7023619.1412,50.310383,2.945604
"62128",2025,154,20,7,3,4,57,53,17,13,7,200.1,165,31.2,82.9,1884,12.99,4.55,"Biache-Saint-Vaast","62",32,696120.2352,7023619.1412,50.310383,2.945604
"62128",2026,45,7,4,1,3,10,18,6,5,2,228.6,217,28.1,104.7,2464,15.56,8.89,"Biache-Saint-Vaast","62",32,696120.2352,7023619.1412,50.310383,2.945604
"62129",2024,3,1,0,0,0,1,1,0,0,1,306.4,261.9,18.7,81.1,2378,33.33,0,"Biefvillers-lès-Bapaume","62",32,,,,
"62129",2025,4,0,0,0,0,3,1,0,0,0,147.6,126.1,20.3,165.8,2340,0,0,"Biefvillers-lès-Bapaume","62",32,,,,
"62129",2026,2,0,0,0,0,0,2,0,0,0,178,178,7,87.8,1752,0,0,"Biefvillers-lès-Bapaume","62",32,,,,
"62130",2024,13,4,0,0,0,1,4,4,2,2,270.2,233.9,55.5,120.9,2534,30.77,0,"Bienvillers-au-Bois","62",32,672883.3099999998,7008454.308571429,50.173642,2.620839
"62130",2025,15,4,0,0,0,1,6,4,0,4,298,262,45.1,119.3,4348,26.67,0,"Bienvillers-au-Bois","62",32,672883.3099999998,7008454.308571429,50.173642,2.620839
"62130",2026,12,4,4,0,4,2,2,0,2,2,223.9,171,48.2,128.3,3376,33.33,33.33,"Bienvillers-au-Bois","62",32,672883.3099999998,7008454.308571429,50.173642,2.620839
"62131",2024,9,3,0,0,0,2,3,1,1,2,267,205.7,43.8,87.2,2597,33.33,0,"Bihucourt","62",32,685534.72,7002875.545,50.123961,2.797937
"62131",2025,3,2,0,0,0,0,1,0,2,0,337.9,368.9,46.3,128.3,4661,66.67,0,"Bihucourt","62",32,685534.72,7002875.545,50.123961,2.797937
"62131",2026,5,0,4,0,4,1,0,0,0,0,109,103,4,138.6,1592,0,80,"Bihucourt","62",32,685534.72,7002875.545,50.123961,2.797937
"62132",2024,182,22,20,1,19,83,34,23,21,1,171.2,125.9,23.4,80.3,1423,12.09,10.99,"Billy-Berclau","62",32,690494.2212500002,7046846.8675,50.51884,2.866174
"62132",2025,106,13,5,1,4,39,30,19,9,4,211.2,200,25.1,92.1,2109,12.26,4.72,"Billy-Berclau","62",32,690494.2212500002,7046846.8675,50.51884,2.866174
"62132",2026,75,2,5,0,5,38,21,9,1,1,159.4,149,20,87.6,1542,2.67,6.67,"Billy-Berclau","62",32,690494.2212500002,7046846.8675,50.51884,2.866174
"62133",2024,571,55,2,0,2,237,222,55,36,19,187.7,159,34.3,77.7,1485,9.63,0.35,"Billy-Montigny","62",32,693585.2298275866,7035564.837068964,50.417607,2.909872
"62133",2025,401,37,6,0,6,158,162,38,25,12,192.5,172.2,31.1,77.3,1708,9.23,1.5,"Billy-Montigny","62",32,693585.2298275866,7035564.837068964,50.417607,2.909872
"62133",2026,180,25,0,0,0,23,76,56,17,8,249.7,237.4,40.3,81.4,2217,13.89,0,"Billy-Montigny","62",32,693585.2298275866,7035564.837068964,50.417607,2.909872
"62134",2024,2,1,0,0,0,0,0,1,0,1,385.3,385.3,71,123.2,5299,50,0,"Bimont","62",32,,,,
"62134",2025,5,0,1,0,1,4,0,0,0,0,138.7,123.3,8,107.6,1620,0,20,"Bimont","62",32,,,,
"62134",2026,1,0,1,1,0,0,0,0,0,0,64,64,2,107.3,848,0,100,"Bimont","62",32,,,,
"62135",2024,3,1,0,0,0,1,0,1,1,0,234.5,214.5,24,88,2447,33.33,0,"Blairville","62",32,679758.0220833333,7013719.321666666,50.221179,2.7167
"62135",2025,3,0,0,0,0,1,2,0,0,0,174.1,165.8,19.3,157.1,3262,0,0,"Blairville","62",32,679758.0220833333,7013719.321666666,50.221179,2.7167
"62135",2026,7,2,2,1,1,1,1,1,1,1,222.1,204,55.8,127.1,3563,28.57,28.57,"Blairville","62",32,679758.0220833333,7013719.321666666,50.221179,2.7167
"62137",2024,3,2,0,0,0,1,0,0,1,1,320.9,358.2,35.7,128.5,3229,66.67,0,"Blangerval-Blangermont","62",32,,,,
"62137",2025,1,1,0,0,0,0,0,0,1,0,313.3,313.3,70,190.6,7222,100,0,"Blangerval-Blangermont","62",32,,,,
"62137",2026,2,1,0,0,0,0,0,1,0,1,388,388,,106.3,4323,50,0,"Blangerval-Blangermont","62",32,,,,
"62138",2024,15,4,0,0,0,3,4,4,0,4,296.3,245.8,32.1,91.3,1826,26.67,0,"Blangy-sur-Ternoise","62",32,640832.47,7036345.51,50.421852,2.168603
"62138",2025,20,6,0,0,0,6,1,7,4,2,267.5,258.6,22,94.6,2742,30,0,"Blangy-sur-Ternoise","62",32,640832.47,7036345.51,50.421852,2.168603
"62138",2026,17,1,0,0,0,10,6,0,1,0,188.5,173,11.6,102.1,2046,5.88,0,"Blangy-sur-Ternoise","62",32,640832.47,7036345.51,50.421852,2.168603
"62139",2024,169,17,6,2,4,31,89,26,12,5,209.9,190.2,31.7,84.5,1750,10.06,3.55,"Blendecques","62",32,648725.4451851853,7069135.721111112,50.716831,2.275276
"62139",2025,180,16,4,0,4,50,57,53,14,2,222,216.8,35.9,83.8,1962,8.89,2.22,"Blendecques","62",32,648725.4451851853,7069135.721111112,50.716831,2.275276
"62139",2026,71,12,3,0,3,10,30,16,10,2,238.4,225,30.7,91.3,2412,16.9,4.23,"Blendecques","62",32,648725.4451851853,7069135.721111112,50.716831,2.275276
"62140",2024,8,2,0,0,0,3,1,2,1,1,246.5,199.5,18.1,131.5,2238,25,0,"Bléquin","62",32,627947.6140000001,7063133.06,50.660913,1.98272
"62140",2025,4,1,0,0,0,2,0,1,0,1,286,218,14.5,115.8,2102,25,0,"Bléquin","62",32,627947.6140000001,7063133.06,50.660913,1.98272
"62140",2026,3,0,0,0,0,0,1,2,0,0,264.9,280.8,31.1,114.4,2658,0,0,"Bléquin","62",32,627947.6140000001,7063133.06,50.660913,1.98272
"62141",2024,10,3,0,0,0,4,2,1,0,3,231.5,179.8,44.1,113.6,2962,30,0,"Blessy","62",32,653232.4966666667,7058533.836666666,50.62205,2.340229
"62141",2025,14,0,3,2,1,3,1,7,0,0,205.8,202.2,17.6,94.9,2115,0,21.43,"Blessy","62",32,653232.4966666667,7058533.836666666,50.62205,2.340229
"62141",2026,7,3,1,0,1,0,3,0,0,3,282.1,241,50.4,152.2,4587,42.86,14.29,"Blessy","62",32,653232.4966666667,7058533.836666666,50.62205,2.340229
"62142",2024,2,0,0,0,0,1,1,0,0,0,188.3,188.3,23.6,236,4166,0,0,"Blingel","62",32,,,,
"62142",2025,3,1,0,0,0,0,2,0,1,0,264.6,194.2,8.7,68.5,1517,33.33,0,"Blingel","62",32,,,,
"62143",2024,1,1,0,0,0,0,0,0,1,0,417.1,417.1,12,120,1945,100,0,"Boffles","62",32,,,,
"62144",2024,8,1,0,0,0,4,1,2,1,0,196.6,169,25.6,122.9,2340,12.5,0,"Boiry-Becquerelle","62",32,686677.365,7013176.66,50.216491,2.813558
"62144",2025,12,2,2,0,2,3,2,3,1,1,228.2,217.6,37,103.2,2272,16.67,16.67,"Boiry-Becquerelle","62",32,686677.365,7013176.66,50.216491,2.813558
"62144",2026,5,1,0,0,0,2,1,1,1,0,218.1,182.2,49.5,134.5,3594,20,0,"Boiry-Becquerelle","62",32,686677.365,7013176.66,50.216491,2.813558
"62145",2024,4,1,0,0,0,1,1,1,0,1,270.5,257.6,40.6,107.8,3214,25,0,"Boiry-Notre-Dame","62",32,695877.81,7019420.975,50.272688,2.942249
"62145",2025,5,0,0,0,0,1,2,2,0,0,212.4,205.1,30.5,104.2,2605,0,0,"Boiry-Notre-Dame","62",32,695877.81,7019420.975,50.272688,2.942249
"62145",2026,5,0,0,0,0,1,2,2,0,0,231.8,232,14,93,2160,0,0,"Boiry-Notre-Dame","62",32,695877.81,7019420.975,50.272688,2.942249
"62146",2024,4,2,1,0,1,0,1,0,1,1,233.2,250.6,56.2,129.1,2653,50,25,"Boiry-Saint-Martin","62",32,683067.1699999999,7011164.49,50.198335,2.76312
"62146",2025,6,2,0,0,0,0,0,4,1,1,304.4,297.8,45.6,105.6,3952,33.33,0,"Boiry-Saint-Martin","62",32,683067.1699999999,7011164.49,50.198335,2.76312
"62147",2024,12,4,1,0,1,4,1,2,4,0,222.7,207.5,33.6,134.7,3156,33.33,8.33,"Boiry-Sainte-Rictrude","62",32,682230.75,7011398.51111111,50.200414,2.751409
"62147",2025,7,3,1,0,1,0,1,2,2,1,269.4,291.8,53.6,107.5,3779,42.86,14.29,"Boiry-Sainte-Rictrude","62",32,682230.75,7011398.51111111,50.200414,2.751409
"62147",2026,6,3,0,0,0,0,3,0,3,0,280.2,263.5,27.8,111.9,3316,50,0,"Boiry-Sainte-Rictrude","62",32,682230.75,7011398.51111111,50.200414,2.751409
"62148",2024,28,1,2,1,1,5,10,10,1,0,220.3,239.6,22.1,92.2,1797,3.57,7.14,"Bois-Bernard","62",32,693636.5337500001,7031468.01,50.380829,2.910658
"62148",2025,28,5,0,0,0,8,10,5,4,1,231.9,216.6,41.1,85.2,2120,17.86,0,"Bois-Bernard","62",32,693636.5337500001,7031468.01,50.380829,2.910658
"62148",2026,9,2,1,0,1,1,3,2,2,0,255.5,221.5,30,80.8,2031,22.22,11.11,"Bois-Bernard","62",32,693636.5337500001,7031468.01,50.380829,2.910658
"62149",2024,2,0,1,0,1,0,1,0,0,0,164.4,164.4,6.5,177.4,1901,0,50,"Boisdinghem","62",32,635630.28,7072889.46,50.749295,2.08959
"62149",2025,2,0,0,0,0,0,1,1,0,0,223.2,223.2,28,170.2,4107,0,0,"Boisdinghem","62",32,635630.28,7072889.46,50.749295,2.08959
"62149",2026,4,0,0,0,0,1,2,1,0,0,207.8,189,8,144.3,3291,0,0,"Boisdinghem","62",32,635630.28,7072889.46,50.749295,2.08959
"62150",2024,11,2,0,0,0,4,4,1,1,1,227.2,204.6,25.6,84.8,1975,18.18,0,"Boisjean","62",32,612851.0375000001,7034640.6925,50.403279,1.775844
"62150",2025,6,1,0,0,0,1,3,1,0,1,254.9,223.3,39,123.9,3763,16.67,0,"Boisjean","62",32,612851.0375000001,7034640.6925,50.403279,1.775844
"62150",2026,5,2,0,0,0,1,1,1,0,2,323.8,272,18.8,90.6,3549,40,0,"Boisjean","62",32,612851.0375000001,7034640.6925,50.403279,1.775844
"62151",2024,3,0,1,0,1,2,0,0,0,0,148.2,156.6,5,106.2,1506,0,33.33,"Boisleux-au-Mont","62",32,684186.41,7012696.47,50.212121,2.778718
"62151",2025,5,1,2,2,0,2,0,0,1,0,146,126.4,25.2,164.5,3186,20,40,"Boisleux-au-Mont","62",32,684186.41,7012696.47,50.212121,2.778718
"62151",2026,5,1,2,0,2,1,1,0,1,0,171.3,111,6,145.3,2388,20,40,"Boisleux-au-Mont","62",32,684186.41,7012696.47,50.212121,2.778718
"62152",2024,4,1,0,0,0,2,1,0,0,1,223.9,191.6,30.2,108.1,2251,25,0,"Boisleux-Saint-Marc","62",32,685846.4533333334,7012590.616666667,50.21121,2.801951
"62152",2025,5,0,0,0,0,2,2,1,0,0,199.1,203.4,13.1,117.3,2369,0,0,"Boisleux-Saint-Marc","62",32,685846.4533333334,7012590.616666667,50.21121,2.801951
"62153",2024,19,2,4,2,2,4,6,3,1,1,199.6,197.3,23.7,98.9,1701,10.53,21.05,"Bomy","62",32,645400.6833333332,7052889.27,50.570758,2.230524
"62153",2025,36,2,1,0,1,14,16,3,2,0,200.2,190.8,14.9,73,1532,5.56,2.78,"Bomy","62",32,645400.6833333332,7052889.27,50.570758,2.230524
"62153",2026,9,1,0,0,0,2,2,4,0,1,271.1,267,41,78.5,2147,11.11,0,"Bomy","62",32,645400.6833333332,7052889.27,50.570758,2.230524
"62154",2024,11,4,1,1,0,1,3,2,2,2,284.3,251.3,18.8,106.2,2172,36.36,9.09,"Bonnières","62",32,648687.0800000001,7016278.9399999995,50.242392,2.281532
"62154",2025,3,0,2,0,2,0,1,0,0,0,133.9,105.8,4.8,117.2,1461,0,66.67,"Bonnières","62",32,648687.0800000001,7016278.9399999995,50.242392,2.281532
"62154",2026,9,1,1,0,1,0,5,2,0,1,249.3,207,81,125,3343,11.11,11.11,"Bonnières","62",32,648687.0800000001,7016278.9399999995,50.242392,2.281532
"62155",2024,10,1,0,0,0,1,7,1,1,0,229.8,221.6,27.1,115.8,2119,10,0,"Bonningues-lès-Ardres","62",32,630503.78,7077825.46,50.793028,2.016221
"62155",2025,18,5,1,1,0,4,5,3,1,4,252.9,226.8,30.8,110.9,2523,27.78,5.56,"Bonningues-lès-Ardres","62",32,630503.78,7077825.46,50.793028,2.016221
"62155",2026,6,0,1,1,0,3,1,1,0,0,168.6,157.5,7,123.4,1989,0,16.67,"Bonningues-lès-Ardres","62",32,630503.78,7077825.46,50.793028,2.016221
"62156",2024,7,1,0,0,0,0,5,1,1,0,233.5,212.2,22.6,136.1,2785,14.29,0,"Bonningues-lès-Calais","62",32,,,,
"62156",2025,5,0,1,0,1,1,3,0,0,0,167.2,191.8,12,153.3,2693,0,20,"Bonningues-lès-Calais","62",32,,,,
"62156",2026,2,0,1,1,0,0,1,0,0,0,113,113,2,102.8,1560,0,50,"Bonningues-lès-Calais","62",32,,,,
"62157",2024,2,1,0,0,0,0,1,0,0,1,318.3,318.3,10,138.5,2191,50,0,"Boubers-lès-Hesmond","62",32,,,,
"62157",2025,2,1,0,0,0,0,1,0,1,0,259.1,259.1,69,114.8,4625,50,0,"Boubers-lès-Hesmond","62",32,,,,
"62158",2024,20,4,1,0,1,3,8,4,0,4,235.4,202.4,35.7,105.7,2952,20,5,"Boubers-sur-Canche","62",32,645597.53,7021507.213333334,50.289075,2.237568
"62158",2025,16,5,1,0,1,4,4,2,2,3,259.7,221.1,27.5,107.8,2556,31.25,6.25,"Boubers-sur-Canche","62",32,645597.53,7021507.213333334,50.289075,2.237568
"62158",2026,9,2,2,0,2,1,2,2,1,1,223.2,202,14.4,95.8,2461,22.22,22.22,"Boubers-sur-Canche","62",32,645597.53,7021507.213333334,50.289075,2.237568
"62160",2024,3659,226,109,14,95,1376,1171,777,157,69,202.3,194.1,25.5,65.7,1228,6.18,2.98,"Boulogne-sur-Mer","62",32,601545.0780951375,7070690.215423345,50.725105,1.608138
"62160",2025,2527,240,128,8,120,793,877,489,179,61,212,202.9,24.3,63.8,1419,9.5,5.07,"Boulogne-sur-Mer","62",32,601545.0780951375,7070690.215423345,50.725105,1.608138
"62160",2026,1140,133,11,1,10,388,372,236,92,41,230.8,215,25.9,61.9,1487,11.67,0.96,"Boulogne-sur-Mer","62",32,601545.0780951375,7070690.215423345,50.725105,1.608138
"62161",2024,8,2,0,0,0,1,4,1,2,0,230.9,206.2,26.6,111.2,1976,25,0,"Bouquehault","62",32,622518.39,7081768.58,50.827458,1.902419
"62161",2025,8,1,0,0,0,4,2,1,0,1,218.5,190.7,32.7,112.5,2557,12.5,0,"Bouquehault","62",32,622518.39,7081768.58,50.827458,1.902419
"62161",2026,6,0,0,0,0,3,3,0,0,0,163.7,170,4,122,2185,0,0,"Bouquehault","62",32,622518.39,7081768.58,50.827458,1.902419
"62162",2024,16,5,1,0,1,5,2,3,5,0,251.3,245.6,31.9,138.2,2932,31.25,6.25,"Bourecq","62",32,,,,
"62162",2025,3,1,0,0,0,0,2,0,1,0,269.1,244.1,42.7,111.1,2539,33.33,0,"Bourecq","62",32,,,,
"62162",2026,9,1,0,0,0,2,4,2,0,1,236,218,23.7,113,2606,11.11,0,"Bourecq","62",32,,,,
"62163",2024,5,1,0,0,0,1,0,3,0,1,268.1,257.6,30.8,148.5,2639,20,0,"Bouret-sur-Canche","62",32,,,,
"62163",2025,5,1,2,0,2,0,2,0,1,0,202,207,30,105.8,2589,20,40,"Bouret-sur-Canche","62",32,,,,
"62163",2026,2,2,0,0,0,0,0,0,0,2,513,513,,105.2,5794,100,0,"Bouret-sur-Canche","62",32,,,,
"62164",2024,39,13,0,0,0,4,10,12,5,8,301.5,272,48.2,110.7,3197,33.33,0,"Bourlon","62",32,708383.446,7008805.409999999,50.177323,3.11723
"62164",2025,24,8,0,0,0,6,4,6,3,5,276.1,266.1,43,129.3,3693,33.33,0,"Bourlon","62",32,708383.446,7008805.409999999,50.177323,3.11723
"62164",2026,29,1,4,0,4,13,7,4,1,0,184.3,157.9,23.1,60,1373,3.45,13.79,"Bourlon","62",32,708383.446,7008805.409999999,50.177323,3.11723
"62165",2024,1,0,0,0,0,1,0,0,0,0,110,110,4.1,255,2089,0,0,"Bournonville","62",32,618996.39,7068071.8675,50.704128,1.855347
"62165",2025,3,0,1,1,0,0,1,1,0,0,204.8,226.7,7.5,112.2,2156,0,33.33,"Bournonville","62",32,618996.39,7068071.8675,50.704128,1.855347
"62165",2026,4,0,1,0,1,1,1,1,0,0,183.5,157,8.4,99.5,1887,0,25,"Bournonville","62",32,618996.39,7068071.8675,50.704128,1.855347
"62166",2024,7,2,1,1,0,2,1,1,2,0,225.4,198,28.2,122.6,2075,28.57,14.29,"Bours","62",32,658011.6399999999,7039798.536000001,50.454236,2.409624
"62166",2025,5,2,0,0,0,1,0,2,1,1,294.2,278,52.2,109.5,3857,40,0,"Bours","62",32,658011.6399999999,7039798.536000001,50.454236,2.409624
"62166",2026,2,1,0,0,0,0,1,0,0,1,309.5,309.5,114,114,4539,50,0,"Bours","62",32,658011.6399999999,7039798.536000001,50.454236,2.409624
"62167",2024,3,0,1,0,1,1,1,0,0,0,129.6,138.6,16.7,110.1,1476,0,33.33,"Boursin","62",32,616219.6950000001,7075582.32,50.771143,1.814522
"62167",2025,1,0,1,1,0,0,0,0,0,0,56,56,2,132.2,898,0,100,"Boursin","62",32,616219.6950000001,7075582.32,50.771143,1.814522
"62167",2026,2,0,0,0,0,1,0,1,0,0,216,216,58,118.8,2686,0,0,"Boursin","62",32,616219.6950000001,7075582.32,50.771143,1.814522
"62168",2024,16,2,2,0,2,3,5,4,1,1,219.7,191.1,33.5,117,2273,12.5,12.5,"Bourthes","62",32,624545.3242857142,7057144.544285714,50.606773,1.935829
"62168",2025,11,2,3,2,1,1,3,2,1,1,205,184.9,38,131.1,3164,18.18,27.27,"Bourthes","62",32,624545.3242857142,7057144.544285714,50.606773,1.935829
"62168",2026,7,1,1,0,1,3,2,0,0,1,209.7,158,5.2,129.8,1618,14.29,14.29,"Bourthes","62",32,624545.3242857142,7057144.544285714,50.606773,1.935829
"62169",2024,6,1,1,0,1,4,0,0,1,0,177.4,169.9,23.9,121.1,2270,16.67,16.67,"Bouvelinghem","62",32,631770.5,7071214.975,50.73386,2.035294
"62169",2025,12,1,4,0,4,2,3,2,0,1,189.2,176.6,12.4,111.3,2233,8.33,33.33,"Bouvelinghem","62",32,631770.5,7071214.975,50.73386,2.035294
"62169",2026,1,0,0,0,0,1,0,0,0,0,155,155,,105,1876,0,0,"Bouvelinghem","62",32,631770.5,7071214.975,50.73386,2.035294
"62170",2024,64,6,1,0,1,26,19,12,1,5,210.6,187.2,27.9,99.6,1837,9.38,1.56,"Bouvigny-Boyeffles","62",32,676949.9693333333,7036925.312,50.429429,2.676067
"62170",2025,46,5,2,1,1,10,21,8,4,1,214.8,202.9,30.1,104.7,2264,10.87,4.35,"Bouvigny-Boyeffles","62",32,676949.9693333333,7036925.312,50.429429,2.676067
"62170",2026,21,4,1,0,1,3,8,5,1,3,260.1,242,43.1,123.1,3162,19.05,4.76,"Bouvigny-Boyeffles","62",32,676949.9693333333,7036925.312,50.429429,2.676067
"62171",2026,1,0,0,0,0,1,0,0,0,0,118,118,4,158.5,2076,0,0,"Boyaval","62",32,,,,
"62172",2024,9,1,1,0,1,3,3,1,0,1,227.7,181.8,29.8,104,1591,11.11,11.11,"Boyelles","62",32,686876.4639999999,7011681.703999999,50.203071,2.816393
"62172",2025,5,0,2,0,2,3,0,0,0,0,131,136,4.6,97.2,1411,0,40,"Boyelles","62",32,686876.4639999999,7011681.703999999,50.203071,2.816393
"62172",2026,4,0,1,1,0,3,0,0,0,0,123.6,130,4.4,107.8,1529,0,25,"Boyelles","62",32,686876.4639999999,7011681.703999999,50.203071,2.816393
"62173",2024,215,10,11,1,10,63,107,24,8,2,183.7,183.5,28,78.8,1479,4.65,5.12,"Brebières","62",32,701275.8563636363,7026483.113181818,50.336107,3.017897
"62173",2025,122,15,6,2,4,34,45,22,9,6,210.3,196,28.3,88.5,2012,12.3,4.92,"Brebières","62",32,701275.8563636363,7026483.113181818,50.336107,3.017897
"62173",2026,61,10,4,2,2,13,24,10,7,3,229.9,212,33.4,92.8,2217,16.39,6.56,"Brebières","62",32,701275.8563636363,7026483.113181818,50.336107,3.017897
"62174",2024,24,3,1,0,1,3,7,10,0,3,252.8,239.1,21.3,99,2345,12.5,4.17,"Brêmes","62",32,626645.3725,7084632.342499999,50.853649,1.960339
