"code_commune","annee_etablissement","nb_dpe","nb_passoires","nb_logements_performants","nb_etiquette_a","nb_etiquette_b","nb_etiquette_c","nb_etiquette_d","nb_etiquette_e","nb_etiquette_f","nb_etiquette_g","conso_ep_moyenne","conso_ep_mediane","emission_ges_moyenne","surface_moyenne_m2","cout_annuel_moyen_eur","taux_passoires_pct","taux_performants_pct","nom_commune","code_departement","code_region","centroide_x_lambert93","centroide_y_lambert93","latitude","longitude"
"31294",2025,3,2,1,1,0,0,0,0,1,1,254.3,334.8,44.5,104.8,3075,66.67,33.33,"Lespiteau","31",76,517675.14,6221110.68,43.066053,0.763157
"31295",2025,3,0,0,0,0,0,3,0,0,0,235.4,239.5,13.3,167.6,2861,0,0,"Lespugue","31",76,510367.78,6239978.46,43.233788,0.66672
"31296",2024,11,3,1,0,1,2,1,4,3,0,249.8,252.4,25.7,112.6,2082,27.27,9.09,"Lestelle-de-Saint-Martory","31",76,,,,
"31296",2025,6,0,1,0,1,0,4,1,0,0,201.6,199.9,6.5,119.2,2046,0,16.67,"Lestelle-de-Saint-Martory","31",76,,,,
"31296",2026,4,0,1,0,1,0,3,0,0,0,194.5,217.5,15.3,119,2369,0,25,"Lestelle-de-Saint-Martory","31",76,,,,
"31297",2024,59,5,7,4,3,19,16,12,1,4,206.8,197.2,16.5,101.9,2024,8.47,11.86,"Lévignac","31",76,554264.9381818181,6286856.537272727,43.665743,1.193432
"31297",2025,81,4,16,8,8,32,18,11,3,1,161,151.8,14.2,97,1782,4.94,19.75,"Lévignac","31",76,554264.9381818181,6286856.537272727,43.665743,1.193432
"31297",2026,25,1,2,2,0,9,9,4,1,0,177.8,181,15.7,106.6,2005,4,8,"Lévignac","31",76,554264.9381818181,6286856.537272727,43.665743,1.193432
"31299",2024,77,2,10,4,6,40,20,5,2,0,152.4,147.6,15.3,112.6,1640,2.6,12.99,"Lherm","31",76,556793.1816666666,6261104.585,43.434619,1.231909
"31299",2025,63,2,18,5,13,27,12,4,1,1,150.1,145.6,13.8,116.1,1804,3.17,28.57,"Lherm","31",76,556793.1816666666,6261104.585,43.434619,1.231909
"31299",2026,43,0,9,2,7,15,16,3,0,0,163.8,155,10.2,116.5,1911,0,20.93,"Lherm","31",76,556793.1816666666,6261104.585,43.434619,1.231909
"31300",2024,6,1,3,1,2,2,0,0,1,0,157.9,125.2,5.1,130.1,1633,16.67,50,"Lieoux","31",76,,,,
"31300",2025,1,0,0,0,0,0,0,1,0,0,274.3,274.3,10.4,90,2453,0,0,"Lieoux","31",76,,,,
"31300",2026,2,0,2,0,2,0,0,0,0,0,79,79,2.5,81.3,799,0,100,"Lieoux","31",76,,,,
"31301",2024,6,0,0,0,0,2,3,1,0,0,198.7,196.3,11.8,106.7,1598,0,0,"Lilhac","31",76,,,,
"31301",2025,2,0,0,0,0,0,1,1,0,0,245.7,245.7,8.5,97.3,1781,0,0,"Lilhac","31",76,,,,
"31301",2026,1,0,0,0,0,1,0,0,0,0,161,161,,83.1,1510,0,0,"Lilhac","31",76,,,,
"31302",2024,1,0,1,0,1,0,0,0,0,0,95.3,95.3,3,179.1,1290,0,100,"Lodes","31",76,,,,
"31302",2025,15,3,2,1,1,3,6,1,3,0,211.9,220.6,27.5,118.4,3198,20,13.33,"Lodes","31",76,,,,
"31302",2026,1,0,0,0,0,1,0,0,0,0,165,165,,282.5,4850,0,0,"Lodes","31",76,,,,
"31303",2024,50,4,7,3,4,23,14,2,4,0,165.8,161.3,18.8,111.5,1841,8,14,"Longages","31",76,556043.5218181817,6252419.166363638,43.35635,1.225066
"31303",2025,168,2,12,5,7,127,22,5,1,1,136.1,128.5,14.4,84.2,1341,1.19,7.14,"Longages","31",76,556043.5218181817,6252419.166363638,43.35635,1.225066
"31303",2026,45,1,16,10,6,12,12,4,1,0,148.8,156,10.8,113.4,1931,2.22,35.56,"Longages","31",76,556043.5218181817,6252419.166363638,43.35635,1.225066
"31304",2024,13,1,2,1,1,3,5,2,0,1,217.9,197,7.1,107.5,1429,7.69,15.38,"Loubens-Lauragais","31",76,601572.3816666666,6276114.03,43.577254,1.781805
"31304",2025,10,2,1,0,1,2,5,0,2,0,218.5,203.4,19.2,101.2,2371,20,10,"Loubens-Lauragais","31",76,601572.3816666666,6276114.03,43.577254,1.781805
"31304",2026,9,0,0,0,0,5,3,1,0,0,194.6,179,6.6,124.8,2470,0,0,"Loubens-Lauragais","31",76,601572.3816666666,6276114.03,43.577254,1.781805
"31305",2024,5,1,0,0,0,1,2,1,1,0,224.3,191.3,43.3,135.1,2660,20,0,"Loudet","31",76,,,,
"31305",2026,2,1,0,0,0,1,0,0,0,1,320.5,320.5,5,134.5,3252,50,0,"Loudet","31",76,,,,
"31306",2024,1,0,0,0,0,0,1,0,0,0,224.2,224.2,8,120.5,2159,0,0,"Lourde","31",76,,,,
"31306",2026,1,1,0,0,0,0,0,0,1,0,410,410,16,70,2889,100,0,"Lourde","31",76,,,,
"31308",2025,1,0,0,0,0,0,1,0,0,0,193.7,193.7,7,116.3,2459,0,0,"Luscan","31",76,,,,
"31308",2026,1,1,0,0,0,0,0,0,0,1,388,388,116,250,14177,100,0,"Luscan","31",76,,,,
"31309",2024,4,1,1,1,0,0,1,1,1,0,208.9,229.3,26.8,129,2169,25,25,"Lussan-Adeilhac","31",76,532934.41,6245862.47,43.29234,0.942365
"31309",2025,4,0,1,0,1,0,1,2,0,0,225.3,245,18.4,137.3,2775,0,25,"Lussan-Adeilhac","31",76,532934.41,6245862.47,43.29234,0.942365
"31309",2026,5,1,0,0,0,4,0,0,1,0,186.4,162,38,106.5,2118,20,0,"Lussan-Adeilhac","31",76,532934.41,6245862.47,43.29234,0.942365
"31310",2024,3,0,1,0,1,2,0,0,0,0,128.6,127.1,4.3,168.5,2109,0,33.33,"Lux","31",76,,,,
"31310",2025,4,0,1,0,1,2,0,1,0,0,184.2,166.3,19.3,154.1,2938,0,25,"Lux","31",76,,,,
"31311",2024,51,1,7,4,3,37,4,2,1,0,149.6,150.3,6.4,86.7,1270,1.96,13.73,"La Magdelaine-sur-Tarn","31",76,583047.86,6302502.92,43.811853,1.546572
"31311",2025,7,0,1,1,0,3,3,0,0,0,148.8,135.1,10.6,139.1,2173,0,14.29,"La Magdelaine-sur-Tarn","31",76,583047.86,6302502.92,43.811853,1.546572
"31311",2026,9,0,3,1,2,4,1,1,0,0,140,130,3.5,121.8,1921,0,33.33,"La Magdelaine-sur-Tarn","31",76,583047.86,6302502.92,43.811853,1.546572
"31312",2024,1,1,0,0,0,0,0,0,1,0,287,287,76,77,3168,100,0,"Mailholas","31",76,,,,
"31313",2024,4,1,0,0,0,0,0,3,1,0,303.3,281.8,37.4,134.1,3704,25,0,"Malvezie","31",76,,,,
"31313",2025,4,3,0,0,0,0,0,1,1,2,397.4,406.5,36.5,100.5,4480,75,0,"Malvezie","31",76,,,,
"31313",2026,1,0,0,0,0,0,1,0,0,0,238,238,,123,2758,0,0,"Malvezie","31",76,,,,
"31314",2024,9,1,0,0,0,3,2,3,1,0,211.7,227.8,31.1,112.7,1998,11.11,0,"Mancioux","31",76,533228.7433333333,6231017.773333333,43.158924,0.950732
"31314",2025,8,0,1,1,0,1,4,2,0,0,188.5,196.9,19,114.2,2260,0,12.5,"Mancioux","31",76,533228.7433333333,6231017.773333333,43.158924,0.950732
"31314",2026,5,0,1,0,1,4,0,0,0,0,138.8,131,13.8,97.6,1583,0,20,"Mancioux","31",76,533228.7433333333,6231017.773333333,43.158924,0.950732
"31315",2024,25,3,2,1,1,4,8,8,3,0,223,225.8,35.5,90.5,2109,12,8,"Mane","31",76,532905.9357142857,6222349.908571429,43.080913,0.949533
"31315",2025,27,7,2,0,2,6,2,10,6,1,247.3,256.9,39.2,97,2736,25.93,7.41,"Mane","31",76,532905.9357142857,6222349.908571429,43.080913,0.949533
"31315",2026,15,4,3,2,1,3,4,1,4,0,200,180,38.5,128.8,2357,26.67,20,"Mane","31",76,532905.9357142857,6222349.908571429,43.080913,0.949533
"31316",2024,32,8,2,0,2,6,8,8,2,6,265.9,247,46.1,84.4,2333,25,6.25,"Marignac","31",76,508637.546,6204459.134000001,42.914006,0.6584
"31316",2025,17,4,1,0,1,3,6,3,3,1,238.5,231.4,31.4,88,2172,23.53,5.88,"Marignac","31",76,508637.546,6204459.134000001,42.914006,0.6584
"31316",2026,9,2,0,0,0,1,4,2,0,2,282.6,226,22.5,81.3,2232,22.22,0,"Marignac","31",76,508637.546,6204459.134000001,42.914006,0.6584
"31317",2024,8,0,1,1,0,1,4,2,0,0,157.8,180.5,27,175.2,2569,0,12.5,"Marignac-Lasclares","31",76,,,,
"31317",2025,10,0,5,2,3,1,2,2,0,0,138,116.4,18.9,112.2,1872,0,50,"Marignac-Lasclares","31",76,,,,
"31317",2026,5,0,0,0,0,3,1,1,0,0,186.8,167,10.5,164.9,2981,0,0,"Marignac-Lasclares","31",76,,,,
"31318",2024,5,0,1,0,1,1,2,1,0,0,199.8,206.4,15.5,237.1,4985,0,20,"Marignac-Laspeyres","31",76,533525.69,6237252.29,43.215053,0.952393
"31318",2025,3,0,1,0,1,0,2,0,0,0,128,120.8,14,196.3,2919,0,33.33,"Marignac-Laspeyres","31",76,533525.69,6237252.29,43.215053,0.952393
"31319",2024,3,0,0,0,0,3,0,0,0,0,156.7,155.2,10.7,180.1,2315,0,0,"Marliac","31",76,576472.64,6237864.05,43.22928,1.480336
"31319",2025,6,0,2,1,1,0,1,3,0,0,198.2,237.2,6.6,117.2,1672,0,33.33,"Marliac","31",76,576472.64,6237864.05,43.22928,1.480336
"31319",2026,2,1,0,0,0,1,0,0,1,0,269,269,10.5,147.3,2447,50,0,"Marliac","31",76,576472.64,6237864.05,43.22928,1.480336
"31320",2024,17,3,4,2,2,6,2,2,3,0,178.7,159.5,20.9,119.2,2181,17.65,23.53,"Marquefave","31",76,557333.2899999999,6246619.493333333,43.30445,1.242554
"31320",2025,21,1,4,2,2,7,7,2,1,0,172.8,173,11.8,135.1,2194,4.76,19.05,"Marquefave","31",76,557333.2899999999,6246619.493333333,43.30445,1.242554
"31320",2026,12,0,4,1,3,3,2,3,0,0,164.3,128,13.9,126.1,1995,0,33.33,"Marquefave","31",76,557333.2899999999,6246619.493333333,43.30445,1.242554
"31321",2024,1,0,1,1,0,0,0,0,0,0,54.4,54.4,2,229.8,1131,0,100,"Marsoulas","31",76,,,,
"31321",2026,2,0,0,0,0,0,2,0,0,0,227,227,7.5,140.5,2889,0,0,"Marsoulas","31",76,,,,
"31322",2024,2,0,0,0,0,1,0,1,0,0,220.2,220.2,15.5,251,4156,0,0,"Martisserre","31",76,,,,
"31322",2025,1,0,0,0,0,1,0,0,0,0,135,135,4,129,1546,0,0,"Martisserre","31",76,,,,
"31323",2024,10,0,1,0,1,1,3,5,0,0,206.9,202.5,33,196.1,4477,0,10,"Martres-de-Rivière","31",76,508468.79,6223212.61,43.082545,0.649507
"31323",2025,7,1,1,1,0,5,0,0,1,0,153.7,118,5.3,145.6,2297,14.29,14.29,"Martres-de-Rivière","31",76,508468.79,6223212.61,43.082545,0.649507
"31323",2026,1,0,0,0,0,1,0,0,0,0,122,122,,107,1185,0,0,"Martres-de-Rivière","31",76,508468.79,6223212.61,43.082545,0.649507
"31324",2024,94,3,5,3,2,49,24,13,3,0,169.2,141.7,22.5,87.3,1479,3.19,5.32,"Martres-Tolosane","31",76,538375.6357142857,6235293.975714286,43.198558,1.012627
"31324",2025,69,9,9,1,8,22,19,10,7,2,195,171.7,24.7,123,2646,13.04,13.04,"Martres-Tolosane","31",76,538375.6357142857,6235293.975714286,43.198558,1.012627
"31324",2026,37,1,14,4,10,8,8,6,0,1,160.8,151,11.4,100.8,1800,2.7,37.84,"Martres-Tolosane","31",76,538375.6357142857,6235293.975714286,43.198558,1.012627
"31325",2024,2,0,0,0,0,0,1,1,0,0,206,206,31,83.5,1769,0,0,"Mascarville","31",76,599331.58,6274271.81,43.560366,1.754436
"31325",2025,1,0,0,0,0,0,0,1,0,0,319.7,319.7,13,148,5059,0,0,"Mascarville","31",76,599331.58,6274271.81,43.560366,1.754436
"31325",2026,1,0,1,0,1,0,0,0,0,0,97,97,,432.4,3773,0,100,"Mascarville","31",76,599331.58,6274271.81,43.560366,1.754436
"31326",2024,2,0,0,0,0,0,0,2,0,0,287.6,287.6,29.3,144.5,3664,0,0,"Massabrac","31",76,567838.615,6238042.390000001,43.229337,1.374102
"31326",2025,2,0,0,0,0,0,2,0,0,0,203.2,203.2,7,113.8,2567,0,0,"Massabrac","31",76,567838.615,6238042.390000001,43.229337,1.374102
"31326",2026,1,0,0,0,0,0,0,1,0,0,209,209,55.1,143.1,4715,0,0,"Massabrac","31",76,567838.615,6238042.390000001,43.229337,1.374102
"31327",2024,1,0,0,0,0,0,1,0,0,0,183.8,183.8,33,174.9,3776,0,0,"Mauran","31",76,,,,
"31327",2025,9,2,0,0,0,4,3,0,2,0,201.4,190.1,10.4,135.3,2626,22.22,0,"Mauran","31",76,,,,
"31327",2026,2,1,0,0,0,1,0,0,1,0,252,252,9,135.8,2548,50,0,"Mauran","31",76,,,,
"31328",2024,6,2,1,1,0,2,1,0,2,0,185.5,181.7,32.3,112.4,1512,33.33,16.67,"Mauremont","31",76,,,,
"31328",2025,4,0,0,0,0,0,2,2,0,0,235.3,236.9,7.8,132,2762,0,0,"Mauremont","31",76,,,,
"31328",2026,3,0,2,1,1,0,1,0,0,0,121,106,2,207.6,2759,0,66.67,"Mauremont","31",76,,,,
"31329",2024,4,1,1,1,0,1,1,0,1,0,163.3,168,22.3,121.3,2121,25,25,"Maurens","31",76,602900.06,6263357.2,43.462675,1.800633
"31329",2025,2,1,1,0,1,0,0,0,1,0,176.1,176.1,39.5,146.5,3216,50,50,"Maurens","31",76,602900.06,6263357.2,43.462675,1.800633
"31329",2026,1,1,0,0,0,0,0,0,1,0,345,345,,110.8,5569,100,0,"Maurens","31",76,602900.06,6263357.2,43.462675,1.800633
"31330",2024,8,0,3,1,2,3,2,0,0,0,138.9,148.2,4.9,133.8,1488,0,37.5,"Mauressac","31",76,,,,
"31330",2025,11,1,5,2,3,3,2,0,1,0,144.6,111.8,11.2,125,1827,9.09,45.45,"Mauressac","31",76,,,,
"31330",2026,5,1,1,0,1,2,0,1,1,0,212.8,167,6.7,150,2734,20,20,"Mauressac","31",76,,,,
"31331",2024,3,1,1,0,1,1,0,0,1,0,195.7,140.9,6.6,137.7,1849,33.33,33.33,"Maureville","31",76,596822.24,6271633.29,43.536269,1.723921
"31331",2025,3,0,1,1,0,1,1,0,0,0,113.9,113.4,4,112.2,1422,0,33.33,"Maureville","31",76,596822.24,6271633.29,43.536269,1.723921
"31331",2026,1,0,1,1,0,0,0,0,0,0,65,65,,137.4,1051,0,100,"Maureville","31",76,596822.24,6271633.29,43.536269,1.723921
"31332",2024,4,0,0,0,0,2,1,1,0,0,171.3,177.6,21.9,131.4,2302,0,0,"Mauvaisin","31",76,,,,
"31332",2026,1,0,0,0,0,0,1,0,0,0,248,248,,137.9,1713,0,0,"Mauvaisin","31",76,,,,
"31333",2024,4,0,0,0,0,1,3,0,0,0,203.2,225.7,15.8,138.8,1789,0,0,"Mauvezin","31",76,,,,
"31333",2025,3,3,0,0,0,0,0,0,2,1,429.5,387.1,14.8,131.5,4245,100,0,"Mauvezin","31",76,,,,
"31334",2024,24,1,6,1,5,9,4,4,1,0,159.4,147.4,14.6,125.1,1717,4.17,25,"Mauzac","31",76,562258.55,6254470.794,43.376032,1.301127
"31334",2025,24,0,6,1,5,11,6,1,0,0,145.9,134.3,11,108.9,1598,0,25,"Mauzac","31",76,562258.55,6254470.794,43.376032,1.301127
"31334",2026,14,0,5,1,4,3,4,2,0,0,161.7,134.5,3.7,118.3,1919,0,35.71,"Mauzac","31",76,562258.55,6254470.794,43.376032,1.301127
"31335",2024,1,0,0,0,0,0,0,1,0,0,291.6,291.6,11,101.4,2194,0,0,"Mayrègne","31",76,,,,
"31335",2025,1,1,0,0,0,0,0,0,0,1,529.9,529.9,163,80.8,6338,100,0,"Mayrègne","31",76,,,,
"31336",2024,16,1,0,0,0,0,7,8,1,0,239.7,245.9,29.6,103.9,2447,6.25,0,"Mazères-sur-Salat","31",76,535079.4724999999,6228014.8225,43.132352,0.97441
"31336",2025,17,3,2,0,2,3,6,3,1,2,234.4,209.4,30.1,129.5,2724,17.65,11.76,"Mazères-sur-Salat","31",76,535079.4724999999,6228014.8225,43.132352,0.97441
"31336",2026,10,2,1,0,1,1,4,2,2,0,241.8,239.5,22.8,126.1,2679,20,10,"Mazères-sur-Salat","31",76,535079.4724999999,6228014.8225,43.132352,0.97441
"31337",2024,7,2,1,0,1,0,2,2,1,1,297.4,250.1,18.7,90.2,1945,28.57,14.29,"Melles","31",76,516459.08499999996,6199073.0649999995,42.867634,0.755928
"31337",2025,1,1,0,0,0,0,0,0,0,1,433.6,433.6,17,147,6753,100,0,"Melles","31",76,516459.08499999996,6199073.0649999995,42.867634,0.755928
"31337",2026,1,0,0,0,0,0,1,0,0,0,248,248,,64,1767,0,0,"Melles","31",76,516459.08499999996,6199073.0649999995,42.867634,0.755928
"31338",2024,12,2,3,2,1,3,4,0,2,0,181.1,178.8,17.7,145.2,3028,16.67,25,"Menville","31",76,553863.21,6288957.18,43.684557,1.187856
"31338",2025,12,0,4,2,2,3,3,2,0,0,151.9,166,13.5,140,2333,0,33.33,"Menville","31",76,553863.21,6288957.18,43.684557,1.187856
"31338",2026,6,0,2,1,1,3,1,0,0,0,129.5,133,5,144,1956,0,33.33,"Menville","31",76,553863.21,6288957.18,43.684557,1.187856
"31339",2024,10,0,3,1,2,4,2,1,0,0,142.2,133.7,7.5,114.6,1467,0,30,"Mérenvielle","31",76,551444.735,6281788.105,43.619564,1.159948
"31339",2025,6,0,1,0,1,1,2,2,0,0,195.1,174.9,13.2,147.8,2874,0,16.67,"Mérenvielle","31",76,551444.735,6281788.105,43.619564,1.159948
"31339",2026,2,0,0,0,0,1,1,0,0,0,160,160,6,140.7,2930,0,0,"Mérenvielle","31",76,551444.735,6281788.105,43.619564,1.159948
"31340",2024,3,1,2,0,2,0,0,0,0,1,207.6,98.6,9.3,138.3,1909,33.33,66.67,"Mervilla","31",76,576281.1,6268180.85,43.501929,1.470758
"31340",2025,6,1,1,1,0,2,1,1,1,0,167.4,169.1,17,174,3034,16.67,16.67,"Mervilla","31",76,576281.1,6268180.85,43.501929,1.470758
"31340",2026,3,0,1,1,0,2,0,0,0,0,122,134.1,11.6,202.3,2542,0,33.33,"Mervilla","31",76,576281.1,6268180.85,43.501929,1.470758
"31341",2024,249,0,55,19,36,141,46,7,0,0,132.5,130.5,8.9,80.7,1094,0,22.09,"Merville","31",76,562688.8856666666,6292857.997666666,43.721417,1.296219
"31341",2025,212,6,56,19,37,115,26,9,6,0,127,112.5,10.7,93.6,1403,2.83,26.42,"Merville","31",76,562688.8856666666,6292857.997666666,43.721417,1.296219
"31341",2026,75,1,25,11,14,34,14,1,1,0,134.1,133,6.3,92.2,1397,1.33,33.33,"Merville","31",76,562688.8856666666,6292857.997666666,43.721417,1.296219
"31342",2024,10,1,0,0,0,3,4,2,1,0,218.7,214.4,10,94.1,1700,10,0,"Milhas","31",76,520691.76,6211112.49,42.97693,0.803558
"31342",2025,5,3,0,0,0,1,1,0,0,3,361.1,433.9,12.8,98.3,2708,60,0,"Milhas","31",76,520691.76,6211112.49,42.97693,0.803558
"31342",2026,2,1,0,0,0,0,1,0,1,0,287.4,287.4,9,95,3838,50,0,"Milhas","31",76,520691.76,6211112.49,42.97693,0.803558
"31343",2024,1,0,1,0,1,0,0,0,0,0,90.5,90.5,3,131.4,1355,0,100,"Mirambeau","31",76,,,,
"31343",2026,1,0,0,0,0,0,1,0,0,0,249,249,,253,5179,0,0,"Mirambeau","31",76,,,,
"31344",2024,18,4,1,1,0,5,5,3,4,0,209.5,222,34.1,111.4,2474,22.22,5.56,"Miramont-de-Comminges","31",76,516667.855,6224467.425,43.095974,0.749632
"31344",2025,16,4,1,0,1,2,5,4,4,0,250.1,242.6,34,98.9,2416,25,6.25,"Miramont-de-Comminges","31",76,516667.855,6224467.425,43.095974,0.749632
"31344",2026,11,0,0,0,0,7,3,1,0,0,174.9,149,11.5,156.1,2714,0,0,"Miramont-de-Comminges","31",76,516667.855,6224467.425,43.095974,0.749632
"31345",2024,42,0,19,6,13,11,12,0,0,0,128,128.3,10.2,122.6,1498,0,45.24,"Miremont","31",76,572009.3742857144,6253565.828571429,43.369713,1.421581
"31345",2025,81,2,16,10,6,55,8,0,1,1,138.2,137.8,8.4,92.2,1381,2.47,19.75,"Miremont","31",76,572009.3742857144,6253565.828571429,43.369713,1.421581
"31345",2026,23,2,6,5,1,4,7,4,2,0,177.7,181.6,17.1,113.8,2105,8.7,26.09,"Miremont","31",76,572009.3742857144,6253565.828571429,43.369713,1.421581
"31346",2024,45,1,31,20,11,5,5,3,1,0,107.6,71.2,8.6,97.3,1124,2.22,68.89,"Mirepoix-sur-Tarn","31",76,585455.31,6303043.67,43.817113,1.576363
"31346",2025,15,3,3,2,1,6,2,1,3,0,175.6,136.9,17.7,135,2955,20,20,"Mirepoix-sur-Tarn","31",76,585455.31,6303043.67,43.817113,1.576363
"31346",2026,13,2,3,2,1,5,2,1,2,0,175.5,155,23.7,108.2,2309,15.38,23.08,"Mirepoix-sur-Tarn","31",76,585455.31,6303043.67,43.817113,1.576363
"31347",2024,2,1,0,0,0,0,1,0,1,0,251.5,251.5,45,102.6,2865,50,0,"Molas","31",76,,,,
"31347",2025,1,0,0,0,0,1,0,0,0,0,170.6,170.6,6,51.2,1030,0,0,"Molas","31",76,,,,
"31347",2026,2,0,0,0,0,0,2,0,0,0,230.5,230.5,8.5,137.5,3222,0,0,"Molas","31",76,,,,
"31348",2024,4,3,0,0,0,1,0,0,2,1,323.4,344.9,57.9,133.8,4599,75,0,"Moncaup","31",76,,,,
"31348",2025,1,1,0,0,0,0,0,0,1,0,357.4,357.4,21,138.9,5508,100,0,"Moncaup","31",76,,,,
"31349",2024,19,1,4,1,3,9,4,1,1,0,163.1,166.5,10.6,106.2,1431,5.26,21.05,"Mondavezan","31",76,541092.094,6240282.852,43.24403,1.044497
"31349",2025,10,0,1,1,0,5,2,2,0,0,172.8,150.9,10.4,147.9,2052,0,10,"Mondavezan","31",76,541092.094,6240282.852,43.24403,1.044497
"31349",2026,12,1,4,0,4,4,1,2,1,0,167.7,137.3,9.9,147.1,2423,8.33,33.33,"Mondavezan","31",76,541092.094,6240282.852,43.24403,1.044497
"31350",2025,2,0,0,0,0,0,1,1,0,0,249.6,249.6,35.5,250.1,7651,0,0,"Mondilhan","31",76,,,,
"31351",2024,172,2,15,2,13,132,15,8,2,0,130.2,121.6,13.4,79.8,1142,1.16,8.72,"Mondonville","31",76,561762.40525,6287227.663749999,43.670585,1.286242
"31351",2025,411,6,63,22,41,327,13,2,5,1,110.4,95.2,10.9,68.3,942,1.46,15.33,"Mondonville","31",76,561762.40525,6287227.663749999,43.670585,1.286242
"31351",2026,248,1,33,5,28,198,13,3,1,0,95.2,79,12.8,66.6,825,0.4,13.31,"Mondonville","31",76,561762.40525,6287227.663749999,43.670585,1.286242
"31352",2024,1,0,1,1,0,0,0,0,0,0,53,53,2,650.4,3711,0,100,"Mondouzil","31",76,583233.75,6282866.33,43.635216,1.553352
"31352",2025,8,4,1,1,0,2,0,1,4,0,268.2,350.6,12.9,132.6,2975,50,12.5,"Mondouzil","31",76,583233.75,6282866.33,43.635216,1.553352
"31352",2026,3,0,1,0,1,0,2,0,0,0,147.6,161.8,16.4,353.6,7679,0,33.33,"Mondouzil","31",76,583233.75,6282866.33,43.635216,1.553352
"31353",2025,1,0,0,0,0,0,0,1,0,0,256.9,256.9,8,86.6,1817,0,0,"Monès","31",76,,,,
"31353",2026,1,0,0,0,0,1,0,0,0,0,137,137,22,116,1569,0,0,"Monès","31",76,,,,
"31354",2025,1,0,0,0,0,0,1,0,0,0,209.9,209.9,7,126.2,2520,0,0,"Monestrol","31",76,,,,
"31354",2026,1,0,0,0,0,0,1,0,0,0,203,203,,245.2,4517,0,0,"Monestrol","31",76,,,,
"31355",2024,24,0,12,4,8,5,6,1,0,0,128.6,116.8,6.8,156.5,1872,0,50,"Mons","31",76,584547.435,6280434.010000001,43.613549,1.57017
"31355",2025,72,0,33,6,27,35,3,1,0,0,116,113.7,4.7,85.5,1134,0,45.83,"Mons","31",76,584547.435,6280434.010000001,43.613549,1.57017
"31355",2026,18,0,7,3,4,5,5,1,0,0,145.1,128,11.9,159,2413,0,38.89,"Mons","31",76,584547.435,6280434.010000001,43.613549,1.57017
"31356",2024,62,2,29,10,19,26,4,1,2,0,112.2,93.8,8.6,84.1,1092,3.23,46.77,"Montaigut-sur-Save","31",76,558033.6699999999,6289120.34,43.686874,1.239509
"31356",2025,35,2,16,8,8,8,7,2,2,0,139.3,110.2,9.8,126,1802,5.71,45.71,"Montaigut-sur-Save","31",76,558033.6699999999,6289120.34,43.686874,1.239509
"31356",2026,31,0,5,4,1,18,7,1,0,0,137.9,137,10.8,103.7,1582,0,16.13,"Montaigut-sur-Save","31",76,558033.6699999999,6289120.34,43.686874,1.239509
"31357",2024,2,0,0,0,0,1,0,1,0,0,186.5,186.5,33.5,151,3178,0,0,"Montastruc-de-Salies","31",76,,,,
"31357",2025,11,3,4,0,4,3,0,1,2,1,198.8,116.6,16.2,87,2157,27.27,36.36,"Montastruc-de-Salies","31",76,,,,
"31357",2026,1,0,0,0,0,0,1,0,0,0,226,226,,317,6819,0,0,"Montastruc-de-Salies","31",76,,,,
"31358",2024,113,9,5,1,4,58,21,20,8,1,182.2,165.4,17.5,98.3,1796,7.96,4.42,"Montastruc-la-Conseillère","31",76,586480.3391304348,6291959.042608696,43.717548,1.591557
"31358",2025,116,8,29,5,24,49,22,8,4,4,158.2,141.5,15,111,1998,6.9,25,"Montastruc-la-Conseillère","31",76,586480.3391304348,6291959.042608696,43.717548,1.591557
"31358",2026,53,8,15,2,13,19,6,5,6,2,175.1,142,14.6,117.4,2074,15.09,28.3,"Montastruc-la-Conseillère","31",76,586480.3391304348,6291959.042608696,43.717548,1.591557
"31359",2025,1,0,0,0,0,0,1,0,0,0,196.7,196.7,7,120.7,2385,0,0,"Montastruc-Savès","31",76,,,,
"31360",2024,11,2,4,3,1,0,2,3,0,2,218.5,205.6,29.4,102.7,2663,18.18,36.36,"Montauban-de-Luchon","31",76,,,,
"31360",2025,14,1,4,3,1,3,5,1,1,0,171.1,179.5,15.8,98.2,2043,7.14,28.57,"Montauban-de-Luchon","31",76,,,,
"31360",2026,11,2,3,2,1,3,1,2,0,2,217.5,179,9.4,93.7,1806,18.18,27.27,"Montauban-de-Luchon","31",76,,,,
"31361",2024,8,0,1,0,1,4,2,1,0,0,165.2,162,14.7,160.2,1956,0,12.5,"Montaut","31",76,563703.46,6250159.11,43.337531,1.320074
"31361",2025,11,1,2,1,1,3,3,2,1,0,182.4,196.4,13.9,136.5,2246,9.09,18.18,"Montaut","31",76,563703.46,6250159.11,43.337531,1.320074
"31361",2026,5,0,2,2,0,1,0,2,0,0,155.2,154,18.3,140.9,2509,0,40,"Montaut","31",76,563703.46,6250159.11,43.337531,1.320074
"31362",2024,3,1,0,0,0,0,1,1,1,0,285.9,234.3,36,113,2480,33.33,0,"Montberaud","31",76,,,,
"31362",2025,3,0,0,0,0,1,1,1,0,0,212,198.8,8.1,160.4,1910,0,0,"Montberaud","31",76,,,,
"31363",2024,6,2,0,0,0,3,1,0,1,1,245.8,182.8,26.4,172.6,3049,33.33,0,"Montbernard","31",76,,,,
"31363",2025,5,1,1,0,1,1,1,1,0,1,200.6,217.2,45.6,180.8,4550,20,20,"Montbernard","31",76,,,,
