"code_commune","nom_commune","code_departement","code_region","centroide_x_lambert93","centroide_y_lambert93","nb_points_geocodes_precis","latitude","longitude"
"24020","La Bachellerie","24",75,555390.8033333333,6451140.605833333,12,45.144392,1.159935
"24021","Badefols-d'Ans","24",75,559271.8271428571,6459802.507142857,7,45.223169,1.206799
"24022","Badefols-sur-Dordogne","24",75,526480.0549999999,6418230.805,2,44.841526,0.803881
"24023","Baneuil","24",75,519246.4,6420952.71,1,44.864173,0.711382
"24024","Bardou","24",75,,,0,,
"24025","Bars","24",75,548213.58,6446046.956,5,45.097,1.070228
"24026","Bassillac et Auberoche","24",75,531333.326842105,6454927.198245617,57,45.173008,0.852648
"24027","Bayac","24",75,520193.84,6414255.31,1,44.804146,0.725813
"24028","Beaumontois en Périgord","24",75,523291.4418181818,6408325.11,11,44.751573,0.767091
"24029","Beaupouyet","24",75,486222.05,6435416.19,1,44.984916,0.287257
"24030","Beauregard-de-Terrasson","24",75,560813.5485714286,6451396.83,7,45.147815,1.228839
"24031","Beauregard-et-Bassac","24",75,512004.39,6436120.99,1,44.998752,0.61394
"24032","Beauronne","24",75,493701.845,6448916.71,2,45.108679,0.376411
"24034","Beleymas","24",75,503398.2166666666,6436104.003333333,3,44.996205,0.504787
"24035","Pays de Belvès","24",75,541825.8735,6409897.382999999,20,44.770195,1.000685
"24036","Berbiguières","24",75,544775.14,6417760.38,1,44.841631,1.035476
"24037","Bergerac","24",75,501073.0143372103,6420366.271558098,1720,44.853916,0.481665
"24038","Bertric-Burée","24",75,493051.1890000001,6472110.927,10,45.317213,0.358278
"24039","Besse","24",75,552415.81,6396945.66,2,44.655957,1.138349
"24040","Beynac-et-Cazenac","24",75,553129.2325,6418203.85375,8,44.847443,1.141033
"24042","Biras","24",75,515429.74166666664,6468183.899166667,12,45.288244,0.645257
"24043","Biron","24",75,,,0,,
"24045","Boisse","24",75,513902.25,6404040.220000001,2,44.71056,0.650127
"24046","Boisseuilh","24",75,557241.29,6465147.585,2,45.270867,1.179364
"24048","Bonneville-et-Saint-Avit-de-Fumadières","24",75,,,0,,
"24050","Borrèze","24",75,572743.7050000001,6429720.949999999,2,44.954996,1.386244
"24051","Bosset","24",75,493688.255,6431440.075,4,44.951405,0.3836
"24052","Bouillac","24",75,,,0,,
"24053","Boulazac Isle Manoire","24",75,524460.9067432955,6455450.6590804625,261,45.176002,0.76501
"24054","Bouniagues","24",75,504152.105,6409567.5475,4,44.757618,0.524903
"24055","Bourdeilles","24",75,510750.46166666667,6471867.715833333,12,45.320127,0.584158
"24056","Le Bourdeix","24",75,,,0,,
"24057","Bourg-des-Maisons","24",75,,,0,,
"24058","Bourg-du-Bost","24",75,484985.055,6467228.32,2,45.270798,0.257558
"24059","Bourgnac","24",75,495418.65,6438684.1,2,45.017107,0.402508
"24060","Bourniquel","24",75,,,0,,
"24061","Bourrou","24",75,,,0,,
"24062","Bouteilles-Saint-Sébastien","24",75,487492.39800000004,6474986.266,5,45.341392,0.286113
"24063","Bouzic","24",75,558194.512,6403490.852,5,44.716069,1.209345
"24064","Brantôme en Périgord","24",75,515983.3425000001,6476254.488833332,60,45.361032,0.649251
"24066","Brouchaud","24",75,543421.585,6458391.199999999,2,45.207042,1.005366
"24067","Le Bugue","24",75,536858.0978823529,6426012.993529409,85,44.914089,0.932589
"24068","Le Buisson-de-Cadouin","24",75,534046.5477777778,6417584.337777779,27,44.837561,0.899816
"24069","Bussac","24",75,512963.4683333333,6465732.128333334,6,45.265511,0.614756
"24070","Busserolles","24",75,516449.73000000004,6511381.327500001,4,45.677322,0.641808
"24071","Bussière-Badil","24",75,513514.75,6507217.325,2,45.639048,0.605745
"24073","Calès","24",75,527261.2666666666,6422032.966666666,3,44.87594,0.812431
"24074","Calviac-en-Périgord","24",75,567130.4533333334,6418875.283333334,9,44.856313,1.318011
"24075","Campagnac-lès-Quercy","24",75,555526.9524999999,6401121.7475,4,44.694197,1.176363
"24076","Campagne","24",75,540037.0540000001,6425095.635,10,44.906574,0.973154
"24077","Campsegret","24",75,,,0,,
"24080","Capdrot","24",75,538064.15,6403174.35,1,44.70882,0.955358
"24081","Carlux","24",75,570284.4223529411,6422007.361764707,17,44.885104,1.357101
"24082","Carsac-Aillac","24",75,563812.5902500001,6417860.545,40,44.846535,1.276304
"24083","Carsac-de-Gurson","24",75,,,0,,
"24084","Carves","24",75,546943.61,6411588.82,1,44.786566,1.064823
"24085","La Cassagne","24",75,566005.16,6442587.34,1,45.069542,1.297299
"24086","Castelnaud-la-Chapelle","24",75,552184.0483333335,6414306.4174999995,12,44.812163,1.130242
"24087","Castels et Bézenac","24",75,547576.2943478262,6419760.356086956,23,44.860254,1.070295
"24088","Cause-de-Clérans","24",75,515802.48,6421851.789999999,4,44.871357,0.667466
"24090","Celles","24",75,496602.538,6467926.761999999,5,45.280618,0.405333
"24091","Cénac-et-Saint-Julien","24",75,558014.5873333333,6411946.675999999,15,44.792141,1.204647
"24094","Chalagnac","24",75,518458.395,6446063.022500001,4,45.089956,0.69212
"24095","Chalais","24",75,,,0,,
"24096","Champagnac-de-Belair","24",75,519783.5900000001,6480189.959999999,11,45.397462,0.696304
"24097","Champagne-et-Fontaine","24",75,492529.36999999994,6483253.425,6,45.417332,0.346844
"24098","Champcevinel","24",75,521887.1544067797,6459765.952711862,59,45.214181,0.73068
"24100","Champniers-et-Reilhac","24",75,523646.67500000005,6510734.2775,4,45.673395,0.734459
"24101","Champs-Romain","24",75,524688.74,6493890.41,3,45.52205,0.753992
"24102","Chancelade","24",75,516263.96016129036,6458896.267903228,62,45.204876,0.659405
"24104","Chantérac","24",75,499512.1238461538,6455221.950000001,13,45.167135,0.44766
"24105","Chapdeuil","24",75,501272.255,6474849.6850000005,2,45.344288,0.462024
"24106","La Chapelle-Aubareil","24",75,557394.2945454544,6436081.802272726,22,45.009257,1.189811
"24107","La Chapelle-Faucher","24",75,523904.48,6476781.430000001,4,45.367852,0.750193
"24108","La Chapelle-Gonaguet","24",75,513723.0895238097,6461590.915714285,21,45.228446,0.626025
"24109","La Chapelle-Grésignac","24",75,,,0,,
"24110","La Chapelle-Montabourlet","24",75,501549.58,6480408.4,2,45.394396,0.463283
"24111","La Chapelle-Montmoreau","24",75,,,0,,
"24113","La Chapelle-Saint-Jean","24",75,556401.68,6457537.06,1,45.202183,1.170908
"24114","Chassaignes","24",75,484522.7266666666,6465400.796666667,3,45.254208,0.252477
"24115","Château-l'Évêque","24",75,518575.7518181818,6463790.800909091,44,45.249542,0.687012
"24116","Châtres","24",75,558494.9333333332,6455630.05,3,45.18545,1.198116
"24117","Les Coteaux Périgourdins","24",75,571791.6675000001,6445218.68,4,45.094329,1.370118
"24119","Cherval","24",75,493660.81,6479387.67,1,45.382883,0.362953
"24120","Cherveix-Cubas","24",75,552751.86125,6467615.01125,8,45.292131,1.121382
"24121","Chourgnac","24",75,,,0,,
"24122","Cladech","24",75,548086.245,6414219.06,2,44.810491,1.078455
"24123","Clermont-de-Beauregard","24",75,514330.23,6431221.61,1,44.955288,0.645296
"24124","Clermont-d'Excideuil","24",75,,,0,,
"24126","Colombier","24",75,,,0,,
"24128","Comberanche-et-Épeluche","24",75,,,0,,
"24129","Condat-sur-Trincou","24",75,519757.17000000004,6478403.5625,4,45.381376,0.696632
"24130","Condat-sur-Vézère","24",75,560867.5366666667,6447628.378333334,12,45.113903,1.2306
"24131","Connezac","24",75,,,0,,
"24132","Conne-de-Labarde","24",75,,,0,,
"24133","La Coquille","24",75,541596.9616666666,6495485.541666667,6,45.54053,0.969987
"24134","Corgnac-sur-l'Isle","24",75,539627.585,6477179.94,2,45.375293,0.950846
"24135","Cornille","24",75,526735.3216666667,6463251.091666666,12,45.246788,0.791176
"24136","Coubjours","24",75,,,0,,
"24137","Coulaures","24",75,541219.15,6469706.064,5,45.308387,0.973623
"24138","Coulounieix-Chamiers","24",75,518748.50137931056,6456204.868333336,174,45.181311,0.692039
"24139","Coursac","24",75,514784.24142857146,6450151.938571431,21,45.12578,0.643889
"24140","Cours-de-Pile","24",75,506633.2645454546,6418370.708181817,11,44.837532,0.552792
"24141","Coutures","24",75,496017.3483333333,6473508.131666667,6,45.330674,0.395526
"24142","Coux et Bigaroque-Mouzens","24",75,540195.6522857143,6418139.097999999,35,44.843999,0.97742
"24143","Couze-et-Saint-Front","24",75,519100.7645454546,6416421.806363637,11,44.823359,0.711201
"24144","Creyssac","24",75,,,0,,
"24145","Creysse","24",75,507413.72000000003,6420452.282173912,23,44.856481,0.56185
"24146","Creyssensac-et-Pissot","24",75,516607.64999999997,6444622.640000001,3,45.076503,0.669147
"24147","Cubjac-Auvézère-Val d'Ans","24",75,538765.0944642858,6460695.290714285,14,45.226707,0.94531
"24148","Cunèges","24",75,492352.80000000005,6412350.705,2,44.779232,0.374723
"24150","Daglan","24",75,556586.8233333331,6407288.319333332,15,44.749919,1.187951
"24151","Doissat","24",75,547135.8,6405396.69,1,44.730877,1.069166
"24152","Domme","24",75,559461.7433333334,6412759.087142858,21,44.799748,1.222708
"24153","La Dornac","24",75,569959.7825000001,6443456.2775,8,45.078121,1.347305
"24154","Douchapt","24",75,499724.32999999996,6463255.3149999995,2,45.239493,0.447054
"24155","Douville","24",75,511251.2342857142,6436319.624285715,7,45.000334,0.60431
"24156","La Douze","24",75,531896.8388888887,6443114.369999999,9,45.066822,0.863886
"24157","Douzillac","24",75,496538.216,6445693.590000001,5,45.080516,0.413799
"24158","Dussac","24",75,549876.5700000001,6477164.585,2,45.377473,1.081754
"24159","Échourgnac","24",75,481553.48666666663,6451282.346666667,3,45.126225,0.22098
"24160","Église-Neuve-de-Vergt","24",75,521805.54857142863,6445827.107142857,7,45.088705,0.734734
"24161","Église-Neuve-d'Issac","24",75,497340.88,6434642.18,1,44.9813,0.428567
"24162","Escoire","24",75,531129.276,6458840.067,10,45.208177,0.848695
"24163","Étouars","24",75,513744.53,6503943.345000001,2,45.609643,0.609966
"24164","Excideuil","24",75,547414.5693333334,6472598.291999999,15,45.335825,1.051747
"24165","Eygurande-et-Gardedeuil","24",75,,,0,,
"24167","Eymet","24",75,493640.62526315794,6400153.44894737,19,44.669864,0.396076
"24168","Plaisance","24",75,507905.02,6404884.61,1,44.716526,0.574119
"24171","Eyzerac","24",75,536598.8,6479071.882,5,45.391608,0.911524
"24172","Les Eyzies","24",75,543258.3383333334,6429089.234166667,36,44.943256,1.01268
"24174","Fanlac","24",75,550052.7949999999,6442822.865,8,45.068381,1.094591
"24175","Les Farges","24",75,557941.26875,6448305.046250001,8,45.119398,1.193202
"24176","Faurilles","24",75,,,0,,
"24177","Faux-en-Périgord","24",75,513410.81857142865,6412875.955714285,7,44.789941,0.640593
"24179","La Feuillade","24",75,574988.7799999999,6448123.322,5,45.121063,1.410008
"24180","Firbeix","24",75,540087.0225,6500938.62625,8,45.589266,0.94883
"24182","Le Fleix","24",75,482834.82181818184,6423588.382727274,11,44.877432,0.249535
"24183","Fleurac","24",75,543844.9979999999,6435636.124,5,45.002316,1.018032
"24184","Florimont-Gaumier","24",75,559693.09,6402911.92,1,44.711163,1.228426
"24186","Fonroque","24",75,495582.66,6403692.11,1,44.702279,0.419105
"24188","Fossemagne","24",75,542399.611875,6449091.721249999,16,45.123102,0.99536
"24189","Fougueyrolles","24",75,477889.39,6422473.08,1,44.865829,0.187455
"24190","Fouleix","24",75,517038.49,6434124.566666666,3,44.982136,0.678541
"24191","Fraisse","24",75,486222.75,6429818.47,2,44.934546,0.289703
"24192","Gabillou","24",75,545552.595,6458705.055,2,45.210349,1.032402
"24193","Gageac-et-Rouillac","24",75,490896.40249999997,6414553.05,4,44.798611,0.355391
"24194","Gardonne","24",75,489335.55818181817,6418539.293636364,11,44.834007,0.333964
"24195","Gaugeac","24",75,,,0,,
"24196","Génis","24",75,556707.135,6473595.245,2,45.346801,1.170058
"24197","Ginestet","24",75,498396.99666666664,6425720.833333333,3,44.901327,0.445619
"24199","Gout-Rossignol","24",75,495252.43,6482879.75,1,45.414787,0.3818
"24200","Grand-Brassac","24",75,506154.98,6466790.02,1,45.273147,0.527562
"24202","Granges-d'Ans","24",75,552579.315,6459527.675,2,45.219294,1.121635
"24205","Grignols","24",75,506223.715,6445920.364999999,6,45.085345,0.536739
"24206","Grives","24",75,548503.48,6408206.83,1,44.756469,1.085574
"24207","Groléjac","24",75,565122.0425,6414237.341666668,12,44.814178,1.293863
"24208","Grun-Bordas","24",75,514618.94333333336,6440215.173333333,3,45.036305,0.645555
"24209","Hautefaye","24",75,,,0,,
"24210","Hautefort","24",75,554080.7511111111,6464392.92888889,9,45.26341,1.139298
"24211","Issac","24",75,499259.00749999995,6438954.7575,4,45.020669,0.451122
"24212","Issigeac","24",75,510434.63,6406475.024444444,9,44.731533,0.605436
"24213","Jaure","24",75,506625.94,6443368.64,1,45.062493,0.542858
"24214","Javerlhac-et-la-Chapelle-Saint-Robert","24",75,510337.9000000001,6499406.948333333,6,45.567876,0.568071
"24215","Jayac","24",75,,,0,,
"24216","La Jemaye-Ponteyraud","24",75,,,0,,
"24217","Journiac","24",75,533002.6925,6432174.651249999,8,44.968627,0.88166
"24218","Jumilhac-le-Grand","24",75,547666.923,6490881.384999999,10,45.500462,1.049201
"24220","Lacropte","24",75,528959.9593333333,6441097.11,15,45.047944,0.827291
"24221","Rudeau-Ladosse","24",75,,,0,,
"24222","La Force","24",75,492254.59043478256,6422527.014347827,23,44.870771,0.369197
"24223","Lalinde","24",75,521622.14136363636,6418262.818181818,66,44.840581,0.74242
"24224","Lamonzie-Montastruc","24",75,509863.355,6424461.449999999,4,44.893237,0.591295
"24225","Lamonzie-Saint-Martin","24",75,494227.0565624999,6417411.623749998,32,44.82533,0.396292
"24226","Lamothe-Montravel","24",75,463954.574,6422001.898,5,44.856982,0.01139
"24227","Lanouaille","24",75,554336.64,6478585.54,1,45.391225,1.138294
"24228","Lanquais","24",75,515631.69,6416362.374285713,7,44.82191,0.667357
"24229","Le Lardin-Saint-Lazare","24",75,560865.7433333335,6449564.615757576,33,45.131333,1.230026
"24230","Larzac","24",75,,,0,,
"24231","Lavalade","24",75,531276.68,6401607.42,1,44.693103,0.870232
"24232","Lavaur","24",75,,,0,,
"24234","Les Lèches","24",75,493956.53500000003,6435558.91,2,44.988549,0.385271
"24236","Léguillac-de-l'Auche","24",75,508458.19562499993,6456827.483750001,16,45.18413,0.560844
"24237","Lembras","24",75,504029.37375,6424449.08125,8,44.891499,0.517442
"24238","Lempzours","24",75,529903.47,6476148.6675,4,45.363669,0.82702
"24240","Limeuil","24",75,533193.8366666666,6423124.100000001,3,44.887215,0.887155
"24241","Limeyrat","24",75,541255.8875,6454590.9675,4,45.172339,0.979028
"24242","Liorac-sur-Louyre","24",75,513950.57000000007,6424599.050000001,6,44.895586,0.64299
"24243","Lisle","24",75,508116.1912,6466914.493600002,25,45.274817,0.552511
"24244","Lolme","24",75,,,0,,
"24245","Loubejac","24",75,545293.99,6393921.74,1,44.627194,1.049491
"24246","Lunas","24",75,494858.6666666667,6428497.649999999,3,44.925275,0.399661
"24247","Lusignac","24",75,488900.36,6472523.93,1,45.319667,0.305153
"24248","Lussas-et-Nontronneau","24",75,,,0,,
"24251","Manzac-sur-Vern","24",75,510093.91250000003,6446376.705000001,16,45.090528,0.585728
"24252","Marcillac-Saint-Quentin","24",75,558065.3122222223,6428961.825555555,9,44.945306,1.200385
"24253","Mareuil en Périgord","24",75,504278.3123529411,6485221.518823528,17,45.438498,0.49619
"24254","Marnac","24",75,544171.96,6417510.49,2,44.839247,1.027924
"24255","Marquay","24",75,553257.3252941177,6428120.09764706,17,44.936726,1.139697
"24256","Marsac-sur-l'Isle","24",75,514716.2553571432,6456527.289642857,56,45.18314,0.640602
"24257","Marsalès","24",75,533696.015,6402078.45,2,44.697925,0.900598
"24259","Eyraud-Crempse-Maurens","24",75,501401.8647826087,6428793.556521738,23,44.929847,0.482425
"24260","Mauzac-et-Grand-Castang","24",75,524591.4216666667,6421852.575833333,12,44.873646,0.778702
"24261","Mauzens-et-Miremont","24",75,537556.5666666668,6434152.083333333,3,44.98751,0.938744
"24262","Mayac","24",75,538721.6680000001,6466945.516,5,45.282956,0.942682
"24263","Mazeyrolles","24",75,543081.41,6400250.21,3,44.683654,1.019606
"24264","Ménesplet","24",75,471770.8225,6439393.08,4,45.016079,0.102186
"24266","Mensignac","24",75,508197.3839285714,6461114.790714286,28,45.222643,0.555835
"24267","Mescoules","24",75,496749.14,6407824.37,1,44.739804,0.432126
"24268","Meyrals","24",75,547345.7927272727,6424550.650909092,11,44.903319,1.065893
"24269","Mialet","24",75,534571.785,6501709.9037500005,8,45.594897,0.877855
"24271","Milhac-de-Nontron","24",75,,,0,,
"24272","Minzac","24",75,,,0,,
"24273","Molières","24",75,528269.93,6415359.046666667,3,44.816126,0.827523
"24274","Monbazillac","24",75,500475.1844444445,6414066.5788888885,9,44.797055,0.476649
"24276","Monestier","24",75,488766.365,6411980.125,2,44.774814,0.329572
"24277","Monfaucon","24",75,483210.124,6427360.660000001,5,44.911493,0.252623
"24278","Monmadalès","24",75,,,0,,
"24279","Monmarvès","24",75,510256.73,6404214.58,1,44.711143,0.604056
"24280","Monpazier","24",75,,,0,,
"24281","Monsac","24",75,,,0,,
"24282","Monsaguel","24",75,,,0,,
"24284","Montagnac-d'Auberoche","24",75,539406.0049999999,6456425.115,2,45.18842,0.954883
"24285","Montagnac-la-Crempse","24",75,504210.8833333333,6434504.05,3,44.982037,0.515733
"24286","Montagrier","24",75,502761.4328571429,6466743.995714285,7,45.271768,0.484326
"24287","Montaut","24",75,,,0,,
"24288","Montazeau","24",75,,,0,,
"24289","Montcaret","24",75,468460.092,6421741.146000001,5,44.856156,0.068505
"24290","Montferrand-du-Périgord","24",75,,,0,,
"24291","Montignac-Lascaux","24",75,555527.5350877192,6442274.945000004,114,45.064616,1.164296
"24292","Montpeyroux","24",75,466007.18,6428916.97,1,44.919894,0.034067
"24293","Monplaisant","24",75,541115.3200000001,6412111.965,2,44.789964,0.990996
"24294","Montpon-Ménestérol","24",75,476535.39789473685,6438654.958947371,19,45.010995,0.162965
"24295","Montrem","24",75,509246.658,6452407.186666666,15,45.144567,0.572608
"24296","Mouleydier","24",75,510522.97678571433,6420203.905714286,28,44.855103,0.601284
"24297","Moulin-Neuf","24",75,468110.48666666663,6438708.116666667,3,45.008697,0.056077
"24299","Mussidan","24",75,492325.4958333333,6440645.460000001,12,45.033834,0.362433
"24300","Nabirat","24",75,565266.7150000001,6407675.96,2,44.755147,1.297482
"24301","Nadaillac","24",75,573272.9249999999,6439347.515,6,45.04175,1.390465
"24302","Nailhac","24",75,555129.8033333333,6459894.06,3,45.223134,1.154012
"24303","Nanteuil-Auriac-de-Bourzac","24",75,487198.26428571425,6479025.917142858,7,45.377654,0.280584
"24304","Nantheuil","24",75,540127.14,6484007.32,3,45.436866,0.954967
"24305","Nanthiat","24",75,,,0,,
"24306","Nastringues","24",75,,,0,,
"24307","Naussannes","24",75,520031.9,6409411.77,1,44.760515,0.72553
"24308","Négrondes","24",75,533459.3814285714,6473103.335714286,7,45.337129,0.873472
"24309","Neuvic","24",75,500510.7159649123,6447435.875614035,57,45.097355,0.463547
"24311","Nontron","24",75,518005.4733333333,6494863.163333332,15,45.529061,0.66805
"24312","Sanilhac","24",75,521698.19380952383,6451421.667777778,63,45.13903,0.731327
"24313","Orliac","24",75,,,0,,
"24316","Parcoul-Chenaud","24",75,468433.7,6460656.562000001,10,45.206292,0.049771
"24317","Paulin","24",75,568866.4975,6434825.562499999,4,45.000221,1.335726
"24318","Paunat","24",75,530907.0378571429,6424297.263571428,14,44.897219,0.8578
"24319","Paussac-et-Saint-Vivien","24",75,508917.76,6474778.46,1,45.345817,0.55963
"24320","Payzac","24",75,562727.9500000001,6478884.899999999,10,45.39565,1.245421
"24321","Pazayac","24",75,572310.0380000001,6448509.724,5,45.124051,1.375846
"24322","Périgueux","24",75,520696.2297814344,6456753.726616813,3340,45.186761,0.716624
"24323","Petit-Bersac","24",75,482991.2155555556,6467945.014444444,9,45.276621,0.231828
"24324","Peyrignac","24",75,558072.8263636363,6452256.930909091,11,45.154999,1.193725
"24325","Pechs-de-l'Espérance","24",75,575002.992173913,6422346.48478261,23,44.889025,1.416761
"24326","Peyzac-le-Moustier","24",75,548559.2200000001,6433068.84,3,44.980257,1.078635
"24327","Pezuls","24",75,526938.1366666667,6425939.05,3,44.911014,0.806967
"24328","Piégut-Pluviers","24",75,520189.4959999999,6506483.64,5,45.634234,0.691667
"24329","Le Pizou","24",75,469287.70333333337,6440718.32,6,45.027178,0.070062
"24330","Plazac","24",75,545669.7923529411,6439562.148235293,17,45.038065,1.039946
"24331","Pomport","24",75,495287.48,6414613.014,5,44.800461,0.410861
"24334","Pontours","24",75,,,0,,
"24335","Port-Sainte-Foy-et-Ponchapt","24",75,478775.566,6419693.65,5,44.841104,0.199915
"24336","Prats-de-Carlux","24",75,566423.3200000001,6422502.400000001,9,44.888826,1.308079
"24337","Prats-du-Périgord","24",75,546735.88,6401151.7,1,44.692583,1.06543
"24338","Pressignac-Vicq","24",75,521607.2066666666,6424256.7,3,44.89452,0.74006
"24339","Preyssac-d'Excideuil","24",75,,,0,,
"24340","Prigonrieux","24",75,495669.8969444444,6421380.1588888895,36,44.861467,0.412891
"24341","Proissans","24",75,561107.9421428571,6426594.720714285,14,44.924616,1.239619
"24345","Queyssac","24",75,505585.24333333335,6426201.59,3,44.907709,0.536446
"24346","Quinsac","24",75,520735.35333333333,6483303.701666667,6,45.425737,0.707308
"24347","Rampieux","24",75,,,0,,
"24348","Razac-d'Eymet","24",75,497840.28500000003,6402092.3275,4,44.688544,0.448241
"24349","Razac-de-Saussignac","24",75,485346.2066666666,6415939.86,3,44.809394,0.284647
"24350","Razac-sur-l'Isle","24",75,511876.47897435905,6454684.507948718,39,45.165785,0.605174
"24351","Ribagnac","24",75,501326.075,6410201.785,4,44.762522,0.488957
"24352","Ribérac","24",75,491320.1702564101,6464326.785128205,39,45.246638,0.339545
"24353","La Rochebeaucourt-et-Argentine","24",75,494882.9475,6489913.17,4,45.477975,0.374089
"24354","La Roche-Chalais","24",75,465278.17166666675,6454503.290999999,30,45.149858,0.012571
"24355","La Roque-Gageac","24",75,558034.3775,6414137.922499999,4,44.811868,1.204267
"24356","Rouffignac-Saint-Cernin-de-Reilhac","24",75,540781.7383333334,6440869.444999999,18,45.048722,0.977468
"24357","Rouffignac-de-Sigoulès","24",75,497891.25,6413033.83,1,44.787014,0.444416
"24359","Sadillac","24",75,500796.71,6407029.56,1,44.733825,0.483548
"24360","Sagelat","24",75,544318.69,6409446.9,1,44.766704,1.032323
"24361","Saint-Agne","24",75,512344.7,6418244.138,5,44.837963,0.625079
"24362","Val de Louyre et Caudeau","24",75,526003.7992,6431437.795200001,25,44.960269,0.793186
"24364","Coly-Saint-Amand","24",75,561840.4311111112,6441938.932222222,9,45.062884,1.244577
"24365","Saint-Amand-de-Vergt","24",75,518634.46249999997,6434499.305000001,4,44.985929,0.698641
"24366","Saint-André-d'Allas","24",75,554800.1733333333,6423133.579999999,12,44.892168,1.160722
"24367","Saint-André-de-Double","24",75,488796.96499999997,6451779.109999999,2,45.132952,0.312843
"24370","Saint-Antoine-de-Breuilh","24",75,473677.32,6418845.153333333,3,44.831824,0.13583
"24371","Saint-Aquilin","24",75,502114.95,6457387.637499999,4,45.187378,0.479893
"24372","Saint-Astier","24",75,505394.1119727894,6452374.61088435,147,45.143197,0.523628
"24373","Saint-Aubin-de-Cadelech","24",75,500191.79000000004,6402214.914999999,2,44.690328,0.477854
"24374","Saint-Aubin-de-Lanquais","24",75,510467.12666666665,6413672.133333333,3,44.796308,0.603087
"24375","Saint-Aubin-de-Nabirat","24",75,564362.94,6405039.45,1,44.73124,1.286788
"24376","Saint Aulaye-Puymangou","24",75,475123.1827777777,6459523.4922222225,18,45.198313,0.135445
"24377","Saint-Avit-de-Vialard","24",75,530985.08,6429973.58,1,44.948326,0.856837
"24378","Saint-Avit-Rivière","24",75,,,0,,
"24379","Saint-Avit-Sénieur","24",75,526125.19,6410053.77,1,44.767846,0.802272
"24380","Saint-Barthélemy-de-Bellegarde","24",75,480492.53,6445879.79,1,45.077274,0.209922
"24381","Saint-Barthélemy-de-Bussière","24",75,525387.49,6506698.4,1,45.637515,0.758282
"24382","Saint-Capraise-de-Lalinde","24",75,514959.86799999996,6418827.59,5,44.843917,0.657937
"24383","Saint-Capraise-d'Eymet","24",75,,,0,,
"24384","Saint-Cassien","24",75,,,0,,
"24385","Saint-Cernin-de-Labarde","24",75,,,0,,
"24386","Saint-Cernin-de-l'Herm","24",75,,,0,,
"24388","Saint-Chamassy","24",75,537256.1833333333,6421433.506666667,3,44.872965,0.939145
"24390","Saint-Crépin-d'Auberoche","24",75,534406.1174999999,6449763.80375,8,45.127278,0.893503
"24392","Saint-Crépin-et-Carlucet","24",75,564009.1435714286,6430437.907142856,14,44.959787,1.275315
"24393","Sainte-Croix","24",75,529549.56,6405887.01,2,44.731196,0.846969
"24394","Sainte-Croix-de-Mareuil","24",75,,,0,,
"24395","Saint-Cybranet","24",75,555150.9608333333,6410318.4575,12,44.776894,1.168927
"24396","Saint-Cyprien","24",75,545216.9225357141,6421158.8308571465,70,44.872318,1.039998
"24397","Saint-Cyr-les-Champagnes","24",75,566266.6712499999,6476380.48,8,45.373803,1.29133
"24398","Saint-Estèphe","24",75,518015.01,6505115.425000001,2,45.621343,0.664287
"24399","Saint-Étienne-de-Puycorbier","24",75,,,0,,
"24401","Sainte-Eulalie-d'Ans","24",75,545622.08,6462340.506666667,3,45.243088,1.032133
"24403","Saint-Félix-de-Bourdeilles","24",75,,,0,,
"24404","Saint-Félix-de-Reillac-et-Mortemart","24",75,533258.228,6437265.608000001,5,45.014509,0.883169
"24405","Saint-Félix-de-Villadeix","24",75,516843.054,6428240.064,5,44.929125,0.678257
"24406","Sainte-Foy-de-Belvès","24",75,544547.62,6405571.42,1,44.731875,1.036433
"24407","Sainte-Foy-de-Longas","24",75,523855.72,6430831.55,1,44.954269,0.766174
"24408","Saint-Front-d'Alemps","24",75,526509.868,6471457.236,5,45.320593,0.78537
"24409","Saint-Front-de-Pradoux","24",75,492409.0416666667,6443275.575,6,45.057527,0.362378
"24410","Saint-Front-la-Rivière","24",75,522460.87499999994,6487593.578333333,6,45.464799,0.727786
"24411","Saint-Front-sur-Nizonne","24",75,514677.28,6487513.38,1,45.462016,0.628258
"24412","Saint-Geniès","24",75,561054.534,6434433.534,5,44.995166,1.236724
"24413","Saint-Georges-Blancaneix","24",75,490919.91500000004,6428739.77,2,44.926275,0.349668
"24414","Saint-Georges-de-Montclard","24",75,511794.6883333333,6429477.911666666,6,44.93891,0.613827
"24415","Saint-Géraud-de-Corps","24",75,,,0,,
"24416","Saint-Germain-de-Belvès","24",75,545325.22,6413770.04,1,44.805839,1.043686
"24417","Saint-Germain-des-Prés","24",75,543287.0680000002,6473548.427000001,10,45.343448,0.99876
"24418","Saint-Germain-du-Salembre","24",75,499499.8088888889,6450627.82,9,45.125787,0.449392
"24419","Saint-Germain-et-Mons","24",75,509707.7776923078,6419365.746153845,13,44.847337,0.591294
"24420","Saint-Géry","24",75,489728.02,6436367.75,1,44.994554,0.331304
"24421","Saint-Geyrac","24",75,535282.382,6444732.812000001,5,45.082205,0.906341
"24422","Saint-Hilaire-d'Estissac","24",75,504182.73,6438428.71,1,45.017348,0.513809
"24423","Saint-Julien-Innocence-Eulalie","24",75,497623.35,6405373.3,1,44.718004,0.444165
"24424","Saint-Jean-d'Ataux","24",75,495946.94,6451042.52,1,45.128477,0.404054
"24425","Saint-Jean-de-Côle","24",75,530981.74,6482018.145,2,45.416767,0.838736
